         250       31125
 i,   j,   euc(i,j),   man(i,j)
    72   204  4027.611  4920.000
    72   205  1643.055  2173.000
    72   206  4296.341  4783.000
    72   207  3780.371  5321.000
    72   208  4253.922  5262.000
    72   209  5767.225  7649.000
    72   210  1753.605  2314.000
    72   211  4916.075  6633.000
    72   212  4782.117  5616.000
    72   213  3946.280  4925.000
    72   214  3224.225  3385.000
    72   215  4900.843  6091.000
    72   216  3332.561  3959.000
    72   217  2383.005  2388.000
    72   218  4418.903  4854.000
    72   219  3121.125  4211.000
    72   220  5333.003  6617.000
    72   221  5348.427  7212.000
    72   222  4308.167  5736.000
    72   223  5661.746  7252.000
    72   224  4967.160  6692.000
    72   225  5358.924  7006.000
    72   226  3426.176  4842.000
    72   227  4508.400  6312.000
    72   228  2979.048  3057.000
    72   229  3462.970  4130.000
    72   230  5076.317  6936.000
    72   231  2803.220  3961.000
    72   232  6808.666  8313.000
    72   233  4831.320  6470.000
    72   234  5830.362  7185.000
    72   235  5404.844  7102.000
    72   236  4115.410  5214.000
    72   237  2575.318  3281.000
    72   238  4523.798  5545.000
    72   239  4542.332  5781.000
    72   240  4703.895  5945.000
    72   241  5668.420  7673.000
    72   242  4254.968  5874.000
    72   243  4559.527  6276.000
    72   244  2906.415  3349.000
    72   245  3650.886  5163.000
    72   246  4362.690  6094.000
    72   247  4475.167  5298.000
    72   248  4241.632  5988.000
    72   249  1958.494  2002.000
    72   250  2552.760  3484.000
    73    74   775.035  1096.000
    73    75  1607.726  2108.000
    73    76  3393.212  3986.000
    73    77  2476.774  2940.000
    73    78  4742.572  6541.000
    73    79  3093.387  4009.000
    73    80  5501.081  6819.000
    73    81  6135.369  8498.000
    73    82  2859.529  3388.000
    73    83  3367.377  4476.000
    73    84  3316.170  4331.000
    73    85  2800.552  3944.000
    73    86  4219.353  5961.000
    73    87  2534.033  3151.000
    73    88  3299.553  4665.000
    73    89  3152.866  4313.000
    73    90  1164.633  1546.000
    73    91  1775.665  2164.000
    73    92  3625.449  5061.000
    73    93  2309.949  3036.000
    73    94  3226.938  4415.000
    73    95  2243.322  3065.000
    73    96  1785.969  2471.000
    73    97  5258.876  6658.000
    73    98  3036.548  3685.000
    73    99  5688.186  5734.000
    73   100  2172.393  2633.000
    73   101  3166.311  4255.000
    73   102  5155.891  6414.000
    73   103  2785.618  3056.000
    73   104  3269.167  4538.000
    73   105  2425.329  2821.000
    73   106  3780.972  5091.000
    73   107  2879.178  3906.000
    73   108  3986.444  5058.000
    73   109  2576.752  3341.000
    73   110  1597.368  2113.000
    73   111  1678.344  1712.000
    73   112  1547.985  2120.000
    73   113  4098.734  5242.000
    73   114  1675.084  2113.000
    73   115  5021.940  6399.000
    73   116  3180.983  3370.000
    73   117  6647.802  8885.000
    73   118  6601.811  8046.000
    73   119  3340.706  4301.000
    73   120  4667.389  5503.000
    73   121  3349.601  4689.000
    73   122  3050.039  4150.000
    73   123  4611.550  6425.000
    73   124  2547.218  3152.000
    73   125  1164.633  1546.000
    73   126  3983.005  5433.000
    73   127  3109.481  3939.000
    73   128  2301.441  3079.000
    73   129  1318.789  1858.000
    73   130  4460.998  5809.000
    73   131  3546.108  4901.000
    73   132  6304.186  8725.000
    73   133  4228.631  5138.000
    73   134  4008.385  5374.000
    73   135  4658.272  5313.000
    73   136  2555.777  3187.000
    73   137  4553.826  6184.000
    73   138  2979.569  3621.000
    73   139  2770.064  2916.000
    73   140  2878.910  3935.000
    73   141  2894.439  3665.000
    73   142  3100.309  3988.000
    73   143  5927.433  7311.000
    73   144  2887.873  4082.000
    73   145  2409.485  3406.000
    73   146  1424.234  1978.000
    73   147  4928.595  6573.000
    73   148  2810.782  3830.000
    73   149  3651.181  5035.000
    73   150  1689.483  1882.000
    73   151  2811.521  3955.000
    73   152  2814.344  3890.000
    73   153  5021.865  7095.000
    73   154  2762.246  3402.000
    73   155  6287.622  8569.000
    73   156  2783.914  3920.000
    73   157  3701.302  5065.000
    73   158  4115.503  4563.000
    73   159  4440.618  5657.000
    73   160  3364.255  4626.000
    73   161  4701.662  5251.000
    73   162  3151.626  3874.000
    73   163  3610.804  5054.000
    73   164  2053.497  2904.000
    73   165  4642.267  6533.000
    73   166  5226.661  6411.000
    73   167  2686.328  3752.000
    73   168  3276.414  4476.000
    73   169  4988.226  6689.000
    73   170  4376.014  4387.000
    73   171  4565.066  4775.000
    73   172  5104.352  6356.000
    73   173  2887.951  3672.000
    73   174  2432.334  3220.000
    73   175  1432.487  1944.000
    73   176  6525.001  8494.000
    73   177  3447.455  3503.000
    73   178  1262.070  1578.000
    73   179  1961.817  2773.000
    73   180   815.724  1139.000
    73   181  1836.019  2062.000
    73   182  1655.290  2027.000
    73   183   648.140   731.000
    73   184  4653.062  5254.000
    73   185  4445.158  5026.000
    73   186   999.649  1360.000
    73   187  2058.771  2804.000
    73   188  1699.577  2401.000
    73   189   418.336   591.000
    73   190   321.549   432.000
    73   191   525.792   617.000
    73   192  2054.615  2477.000
    73   193   746.330   967.000
    73   194  2455.362  3390.000
    73   195  1047.619  1131.000
    73   196   517.285   728.000
    73   197  3205.491  4395.000
    73   198   932.353  1170.000
    73   199  3515.462  3572.000
    73   200  2791.757  2856.000
    73   201  2241.468  2625.000
    73   202  3895.880  5361.000
    73   203  1052.557  1477.000
    73   204  1936.744  2655.000
    73   205  1639.957  2074.000
    73   206  2526.096  3532.000
    73   207   919.846  1074.000
    73   208  2327.379  3131.000
    73   209  3228.910  3402.000
    73   210  1575.109  1933.000
    73   211  2342.413  2386.000
    73   212  2692.394  3553.000
    73   213  1770.280  2410.000
    73   214  2681.498  3600.000
    73   215  2811.123  3522.000
    73   216  1970.651  2772.000
    73   217  2265.918  2603.000
    73   218  3591.064  5069.000
    73   219  1087.828  1538.000
    73   220  3187.198  3834.000
    73   221  2740.096  2965.000
    73   222  1919.047  2269.000
    73   223  3320.761  3609.000
    73   224  2398.460  2445.000
    73   225  2937.099  3105.000
    73   226   505.000   595.000
    73   227  1659.435  2065.000
    73   228  2357.233  3114.000
    73   229  2014.832  2847.000
    73   230  2398.250  2689.000
    73   231   335.172   378.000
    73   232  4597.708  5074.000
    73   233  2318.906  2411.000
    73   234  3659.197  4260.000
    73   235  2949.467  3041.000
    73   236  2095.315  2801.000
    73   237  1442.008  1796.000
    73   238  2295.798  2976.000
    73   239  4361.360  5996.000
    73   240  2561.563  3200.000
    73   241  3014.031  3426.000
    73   242  1574.892  1627.000
    73   243  1869.474  2029.000
    73   244  1943.709  2598.000
    73   245   659.826   916.000
    73   246  1549.427  1847.000
    73   247  2704.157  3677.000
    73   248  1295.593  1741.000
    73   249  2187.769  2245.000
    73   250   982.367  1161.000
    74    75  1508.963  2120.000
    74    76  4056.003  5082.000
    74    77  2164.159  2952.000
    74    78  4641.744  6553.000
    74    79  3813.473  5105.000
    74    80  5920.213  6831.000
    74    81  6894.651  9594.000
    74    82  3530.487  4484.000
    74    83  3711.565  4488.000
    74    84  3110.937  4343.000
    74    85  2981.250  3956.000
    74    86  4332.433  5973.000
    74    87  3233.422  4247.000
    74    88  4074.541  5761.000
    74    89  3058.337  4325.000
    74    90  1912.664  2642.000
    74    91  2275.069  2370.000
    74    92  4393.321  6157.000
    74    93  2156.665  3048.000
    74    94  3983.278  5511.000
    74    95  3000.374  4161.000
    74    96  2548.000  3567.000
    74    97  5654.069  6670.000
    74    98  3726.463  4781.000
    74    99  6269.634  6830.000
    74   100  2861.248  3729.000
    74   101  3024.623  4267.000
    74   102  5573.310  6426.000
    74   103  2381.672  3068.000
    74   104  3220.826  4550.000
    74   105  2941.947  3047.000
    74   106  3628.438  5103.000
    74   107  2770.708  3918.000
    74   108  3718.073  5070.000
    74   109  2384.480  3353.000
    74   110  2336.349  3209.000
    74   111  2305.125  2808.000
    74   112  2308.032  3216.000
    74   113  3840.794  5254.000
    74   114  2394.845  3209.000
    74   115  5410.557  6411.000
    74   116  3791.713  4466.000
    74   117  6947.560  8897.000
    74   118  7033.619  8058.000
    74   119  3109.650  4313.000
    74   120  5142.583  5515.000
    74   121  4119.190  5785.000
    74   122  3799.698  5246.000
    74   123  4551.675  6437.000
    74   124  2283.725  3164.000
    74   125  1912.664  2642.000
    74   126  4261.450  5445.000
    74   127  3529.802  3951.000
    74   128  2185.859  3091.000
    74   129  2091.485  2954.000
    74   130  4227.722  5821.000
    74   131  4305.148  5997.000
    74   132  6515.912  8737.000
    74   133  4679.468  5150.000
    74   134  3841.241  5386.000
    74   135  5307.539  6409.000
    74   136  3006.593  3199.000
    74   137  4409.264  6196.000
    74   138  3447.295  3633.000
    74   139  2260.396  2628.000
    74   140  3631.670  5031.000
    74   141  3607.932  4761.000
    74   142  3815.964  5084.000
    74   143  6349.612  7323.000
    74   144  3662.350  5178.000
    74   145  3184.031  4502.000
    74   146  2189.167  3074.000
    74   147  4735.924  6585.000
    74   148  2716.799  3842.000
    74   149  3568.936  5047.000
    74   150  2352.737  2978.000
    74   151  2846.845  3967.000
    74   152  2764.970  3902.000
    74   153  5123.494  7107.000
    74   154  3221.153  3414.000
    74   155  6545.281  8581.000
    74   156  2827.855  3932.000
    74   157  3593.505  5077.000
    74   158  4752.100  5659.000
    74   159  4834.919  5669.000
    74   160  4123.388  5722.000
    74   161  5219.186  5263.000
    74   162  2857.329  3886.000
    74   163  3807.797  5066.000
    74   164  2828.529  4000.000
    74   165  4789.679  6545.000
    74   166  5915.172  7507.000
    74   167  2684.930  3764.000
    74   168  3174.315  4488.000
    74   169  5293.343  6701.000
    74   170  4958.514  5461.000
    74   171  5169.724  5871.000
    74   172  5801.925  7452.000
    74   173  2650.540  3684.000
    74   174  2286.790  3232.000
    74   175  2185.516  3040.000
    74   176  6872.439  8506.000
    74   177  4019.966  4487.000
    74   178  1122.720  1566.000
    74   179  2078.121  2761.000
    74   180  1585.003  2235.000
    74   181  2492.521  3158.000
    74   182  1051.200  1159.000
    74   183  1347.333  1827.000
    74   184  5150.822  5242.000
    74   185  5081.662  6122.000
    74   186  1756.675  2456.000
    74   187  2380.091  2792.000
    74   188  1842.932  2413.000
    74   189   893.412  1123.000
    74   190   924.404  1238.000
    74   191  1150.901  1511.000
    74   192  1445.374  1507.000
    74   193  1487.429  2063.000
    74   194  2400.960  3378.000
    74   195  1710.636  2227.000
    74   196  1290.460  1824.000
    74   197  3469.981  4383.000
    74   198  1656.800  2266.000
    74   199  4087.329  4554.000
    74   200  3389.993  3952.000
    74   201  2746.079  2873.000
    74   202  3784.338  5349.000
    74   203  1823.494  2573.000
    74   204  2262.990  2667.000
    74   205  1002.287  1026.000
    74   206  2758.927  3544.000
    74   207  1617.125  2170.000
    74   208  2663.126  3119.000
    74   209  3836.480  4498.000
    74   210   974.575  1095.000
    74   211  2945.345  3482.000
    74   212  3064.755  3565.000
    74   213  2122.871  2422.000
    74   214  2538.007  3588.000
    74   215  3237.569  3510.000
    74   216  2033.527  2760.000
    74   217  1911.911  2591.000
    74   218  3618.665  5057.000
    74   219  1313.826  1526.000
    74   220  3648.345  3822.000
    74   221  3365.784  4061.000
    74   222  2426.548  2585.000
    74   223  3857.240  4101.000
    74   224  3000.800  3541.000
    74   225  3494.830  3855.000
    74   226  1226.004  1691.000
    74   227  2367.333  3161.000
    74   228  2194.452  3102.000
    74   229  2120.810  2835.000
    74   230  3045.427  3785.000
    74   231   628.513   810.000
    74   232  5112.245  5162.000
    74   233  2895.770  3319.000
    74   234  4142.382  4248.000
    74   235  3520.315  3951.000
    74   236  2453.007  2789.000
    74   237  1264.823  1784.000
    74   238  2707.340  2988.000
    74   239  4238.559  5984.000
    74   240  2997.481  3188.000
    74   241  3661.903  4522.000
    74   242  2201.342  2723.000
    74   243  2509.792  3125.000
    74   244  1833.930  2586.000
    74   245  1427.533  2012.000
    74   246  2238.653  2943.000
    74   247  3003.484  3665.000
    74   248  2044.633  2837.000
    74   249  1703.216  2117.000
    74   250   845.899  1149.000
    75    76  4809.087  4838.000
    75    77   948.401  1052.000
    75    78  3166.200  4433.000
    75    79  4388.690  4861.000
    75    80  4654.349  4711.000
    75    81  7152.695  9350.000
    75    82  4278.169  4316.000
    75    83  2423.624  2478.000
    75    84  1708.587  2223.000
    75    85  1556.389  1836.000
    75    86  2837.450  3853.000
    75    87  3910.130  4003.000
    75    88  4149.294  5517.000
    75    89  1571.602  2205.000
    75    90  2015.193  2398.000
    75    91  1503.830  2126.000
    75    92  4279.015  5913.000
    75    93   702.318   928.000
    75    94  3784.805  5267.000
    75    95  2915.854  3917.000
    75    96  2997.039  3323.000
    75    97  4362.228  4550.000
    75    98  3208.877  4537.000
    75    99  5285.100  6586.000
    75   100  3589.478  3691.000
    75   101  1565.959  2147.000
    75   102  4313.006  4320.000
    75   103  1335.788  1634.000
    75   104  1718.418  2430.000
    75   105  2045.138  2803.000
    75   106  2180.754  2983.000
    75   107  1288.722  1798.000
    75   108  2385.953  2950.000
    75   109   970.541  1233.000
    75   110  2936.143  2965.000
    75   111  1842.470  2564.000
    75   112  2374.092  2972.000
    75   113  2495.280  3134.000
    75   114  2221.103  2965.000
    75   115  4115.894  4291.000
    75   116  4675.095  5088.000
    75   117  5537.750  6777.000
    75   118  5765.656  5938.000
    75   119  1735.779  2193.000
    75   120  3984.284  4497.000
    75   121  4047.339  5541.000
    75   122  4231.114  5002.000
    75   123  3058.413  4317.000
    75   124   970.979  1044.000
    75   125  2015.193  2398.000
    75   126  2874.591  3325.000
    75   127  2369.790  2807.000
    75   128   701.445   971.000
    75   129  2499.700  2710.000
    75   130  2853.619  3701.000
    75   131  4645.011  5753.000
    75   132  5049.451  6617.000
    75   133  3498.903  3912.000
    75   134  2405.521  3266.000
    75   135  4538.755  6165.000
    75   136  1962.459  2557.000
    75   137  2958.774  4076.000
    75   138  2380.254  3007.000
    75   139  1503.024  2064.000
    75   140  4053.195  4787.000
    75   141  3200.353  4517.000
    75   142  4408.543  4840.000
    75   143  5079.538  5203.000
    75   144  3830.992  4934.000
    75   145  3392.246  4258.000
    75   146  2664.493  2830.000
    75   147  3323.275  4465.000
    75   148  1226.831  1722.000
    75   149  2080.045  2927.000
    75   150  1984.849  2734.000
    75   151  1343.067  1847.000
    75   152  1260.084  1782.000
    75   153  3621.606  4987.000
    75   154  2163.148  2772.000
    75   155  5106.763  6461.000
    75   156  1326.563  1812.000
    75   157  2117.051  2957.000
    75   158  3974.119  5415.000
    75   159  3564.031  3579.000
    75   160  3937.036  5478.000
    75   161  4134.804  4931.000
    75   162  1572.682  1766.000
    75   163  2364.491  2946.000
    75   164  3038.004  3756.000
    75   165  3304.060  4425.000
    75   166  5254.484  7263.000
    75   167  1176.493  1644.000
    75   168  1692.209  2368.000
    75   169  3908.466  4581.000
    75   170  4025.601  5217.000
    75   171  4281.781  5627.000
    75   172  5180.823  7208.000
    75   173  1288.835  1564.000
    75   174   826.047  1112.000
    75   175  2737.636  2796.000
    75   176  5507.030  6386.000
    75   177  4974.252  5611.000
    75   178  2606.427  3686.000
    75   179  3493.303  4881.000
    75   180  2146.248  2291.000
    75   181  3322.499  3686.000
    75   182  2462.972  3279.000
    75   183  2189.385  2661.000
    75   184  6219.873  7362.000
    75   185  5881.000  5884.000
    75   186  2357.221  2494.000
    75   187  3660.891  4912.000
    75   188   563.440   741.000
    75   189  2007.142  2699.000
    75   190  1928.683  2540.000
    75   191  2124.960  2725.000
    75   192  2810.316  3627.000
    75   193  2203.942  2531.000
    75   194  3888.316  5498.000
    75   195  2581.329  3065.000
    75   196  1903.786  2180.000
    75   197  4803.248  6503.000
    75   198  2394.279  2716.000
    75   199  5041.750  5680.000
    75   200  4307.947  4834.000
    75   201  3828.376  4733.000
    75   202  5289.685  7469.000
    75   203  2311.070  2329.000
    75   204  1145.608  1525.000
    75   205  2386.483  3146.000
    75   206  1406.115  1424.000
    75   207  2427.595  2842.000
    75   208  3932.735  5239.000
    75   209  4725.475  5154.000
    75   210  2398.415  3215.000
    75   211  3866.360  4406.000
    75   212  1873.615  2221.000
    75   213  1102.747  1530.000
    75   214  4043.319  5708.000
    75   215  4413.917  5630.000
    75   216  3473.651  4880.000
    75   217  3407.918  4711.000
    75   218  5089.303  7177.000
    75   219  2641.891  3646.000
    75   220  4779.574  5942.000
    75   221  4228.303  4603.000
    75   222  3509.873  4377.000
    75   223  4876.501  5717.000
    75   224  3921.281  4459.000
    75   225  4484.122  5213.000
    75   226  2044.360  2503.000
    75   227  3073.810  3223.000
    75   228  3700.238  5222.000
    75   229  3542.051  4955.000
    75   230  3871.001  4175.000
    75   231  1802.852  2486.000
    75   232  6154.992  7182.000
    75   233  3865.035  4519.000
    75   234  5240.015  6368.000
    75   235  4486.315  5149.000
    75   236  3701.827  4909.000
    75   237  2761.722  3904.000
    75   238  1639.500  2150.000
    75   239  5745.766  8104.000
    75   240  4163.974  5308.000
    75   241  4464.752  4644.000
    75   242  3107.658  3629.000
    75   243  3373.646  3803.000
    75   244  3327.803  4706.000
    75   245  2043.480  2286.000
    75   246  3007.405  3287.000
    75   247  4306.253  5785.000
    75   248  2636.351  2679.000
    75   249  3153.777  4237.000
    75   250  2312.389  3269.000
    76    77  5752.680  5890.000
    76    78  7575.927  9213.000
    76    79   651.448   921.000
    76    80  6713.313  9491.000
    76    81  3256.113  4512.000
    76    82   535.210   598.000
    76    83  5322.758  7148.000
    76    84  6422.937  7003.000
    76    85  5334.081  6616.000
    76    86  6646.231  8633.000
    76    87   902.344   965.000
    76    88  2024.229  2781.000
    76    89  6122.659  6985.000
    76    90  2868.031  3240.000
    76    91  3920.576  4836.000
    76    92  2584.248  3493.000
    76    93  5456.104  5708.000
    76    94  2723.047  3827.000
    76    95  2552.971  3491.000
    76    96  1859.224  2149.000
    76    97  6614.396  9330.000
    76    98  3455.122  4877.000
    76    99  6007.416  8314.000
    76   100  1228.114  1353.000
    76   101  6202.358  6927.000
    76   102  6435.205  9086.000
    76   103  6111.333  6472.000
    76   104  6152.276  7210.000
    76   105  4142.118  5493.000
    76   106  6777.161  7763.000
    76   107  5901.211  6578.000
    76   108  7130.620  7730.000
    76   109  5734.137  6013.000
    76   110  1873.000  1873.000
    76   111  3449.560  4316.000
    76   112  2630.350  3218.000
    76   113  7223.676  7914.000
    76   114  2959.576  3743.000
    76   115  6446.009  9071.000
    76   116   486.991   616.000
    76   117  8197.494 11557.000
    76   118  7597.303 10718.000
    76   119  6477.585  6973.000
    76   120  5785.625  8175.000
    76   121  2416.944  3345.000
    76   122  1064.169  1496.000
    76   123  7376.192  9097.000
    76   124  5777.191  5824.000
    76   125  2868.031  3240.000
    76   126  5997.334  8105.000
    76   127  4890.311  6611.000
    76   128  5407.665  5751.000
    76   129  2326.852  2510.000
    76   130  7532.966  8481.000
    76   131  1308.837  1609.000
    76   132  8201.434 11397.000
    76   133  5561.186  7810.000
    76   134  7009.358  8046.000
    76   135  4737.426  6567.000
    76   136  4445.832  5859.000
    76   137  7479.418  8856.000
    76   138  4634.351  6293.000
    76   139  6148.193  6902.000
    76   140  1151.028  1627.000
    76   141  3186.539  4495.000
    76   142   601.042   850.000
    76   143  7059.515  9983.000
    76   144  1798.747  2542.000
    76   145  1862.968  2570.000
    76   146  2154.684  2292.000
    76   147  7912.745  9245.000
    76   148  5821.448  6502.000
    76   149  6546.946  7707.000
    76   150  3286.301  4144.000
    76   151  5622.862  6627.000
    76   152  5760.617  6562.000
    76   153  7378.026  9767.000
    76   154  4536.620  6074.000
    76   155  8029.801 11241.000
    76   156  5585.444  6592.000
    76   157  6634.208  7737.000
    76   158  4462.855  6285.000
    76   159  5956.396  8329.000
    76   160  2713.693  3784.000
    76   161  5602.793  7923.000
    76   162  6370.487  6546.000
    76   163  5928.432  7726.000
    76   164  2052.847  2694.000
    76   165  6923.424  9205.000
    76   166  4807.069  6351.000
    76   167  5579.539  6424.000
    76   168  6243.707  7148.000
    76   169  6733.251  9361.000
    76   170  4998.656  7059.000
    76   171  4993.036  7017.000
    76   172  4623.513  6094.000
    76   173  6065.699  6344.000
    76   174  5554.911  5892.000
    76   175  2072.217  2102.000
    76   176  7900.125 11166.000
    76   177   722.698   831.000
    76   178  3494.942  4820.000
    76   179  2882.345  4075.000
    76   180  2673.998  2847.000
    76   181  1565.026  1924.000
    76   182  4382.304  6013.000
    76   183  2746.378  3255.000
    76   184  1825.829  2582.000
    76   185  1072.478  1104.000
    76   186  2461.876  2626.000
    76   187  2266.079  3202.000
    76   188  4610.896  5073.000
    76   189  3162.613  3959.000
    76   190  3145.945  3844.000
    76   191  2913.337  3571.000
    76   192  4642.186  6463.000
    76   193  2661.988  3019.000
    76   194  3388.522  4738.000
    76   195  2355.021  2855.000
    76   196  2947.419  3258.000
    76   197  2370.058  2875.000
    76   198  2468.801  2816.000
    76   199   737.829   900.000
    76   200   799.943  1130.000
    76   201  1562.352  2209.000
    76   202  4175.331  5257.000
    76   203  2498.024  2509.000
    76   204  4435.814  5327.000
    76   205  4438.105  6060.000
    76   206  5019.567  6204.000
    76   207  2473.417  2912.000
    76   208  2125.738  2971.000
    76   209   490.373   584.000
    76   210  4329.191  5919.000
    76   211  1161.868  1600.000
    76   212  4774.898  6225.000
    76   213  4287.749  5082.000
    76   214  3719.736  5178.000
    76   215  1629.519  2142.000
    76   216  3023.001  4274.000
    76   217  4140.397  5855.000
    76   218  3479.211  4297.000
    76   219  2954.864  4022.000
    76   220  1407.427  1616.000
    76   221   732.724  1021.000
    76   222  1788.494  2497.000
    76   223   959.252   981.000
    76   224  1113.041  1541.000
    76   225   920.059  1227.000
    76   226  2888.218  3391.000
    76   227  1748.498  1921.000
    76   228  3673.305  5176.000
    76   229  2903.897  4103.000
    76   230  1011.987  1297.000
    76   231  3428.733  4272.000
    76   232  1699.412  2402.000
    76   233  1260.216  1763.000
    76   234  1345.371  1588.000
    76   235   841.226  1131.000
    76   236  2136.703  3019.000
    76   237  3555.958  4952.000
    76   238  4422.965  5648.000
    76   239  4503.088  5432.000
    76   240  1660.381  2288.000
    76   241   407.490   560.000
    76   242  1856.028  2359.000
    76   243  1546.670  1957.000
    76   244  3453.906  4884.000
    76   245  2796.867  3070.000
    76   246  1844.501  2139.000
    76   247  2193.656  2935.000
    76   248  2174.192  2245.000
    76   249  4422.681  6231.000
    76   250  3523.927  4749.000
    77    78  2563.634  3601.000
    77    79  5337.089  5913.000
    77    80  4845.505  5649.000
    77    81  8068.967 10402.000
    77    82  5220.497  5292.000
    77    83  2722.149  3530.000
    77    84   986.384  1391.000
    77    85  1752.537  2266.000
    77    86  2631.385  3021.000
    77    87  4855.288  5055.000
    77    88  5057.980  6569.000
    77    89  1114.149  1373.000
    77    90  2960.480  3450.000
    77    91  2313.208  3178.000
    77    92  5147.882  6965.000
    77    93   498.207   698.000
    77    94  4643.059  6319.000
    77    95  3820.314  4969.000
    77    96  3945.440  4375.000
    77    97  4530.510  5218.000
    77    98  3986.047  5589.000
    77    99  5728.868  7638.000
    77   100  4530.005  4537.000
    77   101   997.072  1315.000
    77   102  4523.664  5372.000
    77   103   419.631   582.000
    77   104  1340.523  1598.000
    77   105  2727.195  3855.000
    77   106  1532.834  2151.000
    77   107   866.508   966.000
    77   108  1553.918  2118.000
    77   109   425.677   449.000
    77   110  3880.490  4017.000
    77   111  2716.162  3616.000
    77   112  3310.877  4024.000
    77   113  1676.917  2302.000
    77   114  3132.846  4017.000
    77   115  4290.391  4985.000
    77   116  5606.312  5920.000
    77   117  5482.406  5945.000
    77   118  5922.873  6640.000
    77   119   963.048  1361.000
    77   120  4322.058  5549.000
    77   121  4929.855  6593.000
    77   122  5176.503  6054.000
    77   123  2526.010  3485.000
    77   124   187.808   212.000
    77   125  2960.480  3450.000
    77   126  2976.065  3391.000
    77   127  2818.677  3859.000
    77   128   608.326   849.000
    77   129  3447.829  3762.000
    77   130  2066.568  2869.000
    77   131  5582.653  6805.000
    77   132  4869.876  5785.000
    77   133  3838.782  4964.000
    77   134  1722.550  2434.000
    77   135  5147.675  7217.000
    77   136  2557.918  3609.000
    77   137  2295.079  3244.000
    77   138  2910.261  4059.000
    77   139   751.372  1012.000
    77   140  4998.707  5839.000
    77   141  4016.307  5569.000
    77   142  5356.879  5892.000
    77   143  5251.936  6005.000
    77   144  4756.947  5986.000
    77   145  4327.231  5310.000
    77   146  3611.947  3882.000
    77   147  2585.625  3633.000
    77   148   865.361   890.000
    77   149  1575.612  2095.000
    77   150  2871.308  3786.000
    77   151  1277.742  1495.000
    77   152  1007.557  1062.000
    77   153  3330.765  4155.000
    77   154  2723.639  3824.000
    77   155  4999.774  5629.000
    77   156  1289.543  1538.000
    77   157  1558.126  2125.000
    77   158  4597.555  6467.000
    77   159  3796.594  4631.000
    77   160  4794.918  6530.000
    77   161  4535.251  5983.000
    77   162   693.670   934.000
    77   163  2388.195  2634.000
    77   164  3976.907  4808.000
    77   165  3116.686  3593.000
    77   166  5902.768  8315.000
    77   167  1088.625  1308.000
    77   168  1195.352  1536.000
    77   169  3951.963  4145.000
    77   170  4549.405  6269.000
    77   171  4826.130  6679.000
    77   172  5850.638  8260.000
    77   173   524.061   732.000
    77   174   529.167   694.000
    77   175  3682.880  3848.000
    77   176  5532.044  5554.000
    77   177  5897.002  6443.000
    77   178  3283.080  4518.000
    77   179  4238.667  5713.000
    77   180  3083.260  3123.000
    77   181  4250.969  4518.000
    77   182  2908.217  4111.000
    77   183  3093.887  3493.000
    77   184  7125.714  8194.000
    77   185  6823.839  6930.000
    77   186  3295.146  3326.000
    77   187  4484.355  5744.000
    77   188  1323.890  1793.000
    77   189  2845.762  3531.000
    77   190  2788.951  3372.000
    77   191  3002.500  3557.000
    77   192  3178.916  4459.000
    77   193  3126.692  3363.000
    77   194  4549.506  6330.000
    77   195  3492.695  3897.000
    77   196  2828.389  3012.000
    77   197  5607.693  7335.000
    77   198  3319.471  3548.000
    77   199  5964.779  6512.000
    77   200  5232.646  5666.000
    77   201  4717.997  5565.000
    77   202  5886.734  8301.000
    77   203  3255.517  3381.000
    77   204  1833.324  2577.000
    77   205  2815.438  3978.000
    77   206  1775.396  2440.000
    77   207  3344.156  3674.000
    77   208  4763.276  6071.000
    77   209  5656.228  5986.000
    77   210  2861.735  4047.000
    77   211  4787.522  5238.000
    77   212  2354.602  3273.000
    77   213  1863.817  2582.000
    77   214  4651.803  6540.000
    77   215  5282.279  6462.000
    77   216  4197.523  5712.000
    77   217  3919.571  5543.000
    77   218  5774.155  8009.000
    77   219  3430.882  4478.000
    77   220  5663.663  6774.000
    77   221  5159.767  5435.000
    77   222  4395.801  5209.000
    77   223  5787.386  6549.000
    77   224  4842.958  5291.000
    77   225  5398.407  6045.000
    77   226  2946.797  3335.000
    77   227  4012.230  4055.000
    77   228  4310.494  6054.000
    77   229  4282.683  5787.000
    77   230  4804.461  5007.000
    77   231  2610.273  3318.000
    77   232  7066.296  8014.000
    77   233  4778.354  5351.000
    77   234  6135.347  7200.000
    77   235  5404.648  5981.000
    77   236  4538.817  5741.000
    77   237  3413.908  4736.000
    77   238  2264.299  3202.000
    77   239  6327.000  8936.000
    77   240  5033.587  6140.000
    77   241  5403.493  5476.000
    77   242  4022.964  4461.000
    77   243  4298.355  4635.000
    77   244  3980.043  5538.000
    77   245  2972.736  3118.000
    77   246  3939.300  4119.000
    77   247  5124.291  6617.000
    77   248  3578.627  3645.000
    77   249  3592.426  5069.000
    77   250  3009.990  4101.000
    78    79  7032.756  8292.000
    78    80  3701.977  5228.000
    78    81  9175.898  9981.000
    78    82  7080.666  8749.000
    78    83  2639.139  3109.000
    78    84  1578.600  2210.000
    78    85  2252.602  2597.000
    78    86  1304.972  1752.000
    78    87  6689.673  8248.000
    78    88  6291.603  6432.000
    78    89  1594.975  2228.000
    78    90  4735.587  5973.000
    78    91  3657.812  4377.000
    78    92  6145.825  6544.000
    78    93  2486.137  3505.000
